MSN,YYYYMM,Value,Description
GEEIEUS,200802,0.03,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200803,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200804,0.031,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200805,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200806,0.031,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200807,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200808,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200809,0.031,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200810,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200811,0.031,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200812,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200813,0.381,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200901,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200902,0.03,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200903,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200904,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200905,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200906,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200907,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200908,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200909,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200910,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200911,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200912,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,200913,0.386,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201001,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201002,0.03,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201003,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201004,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201005,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201006,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201007,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201008,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201009,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201010,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201011,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201012,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201013,0.391,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201101,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201102,0.03,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201103,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201104,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201105,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201106,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201107,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201108,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201109,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201110,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201111,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201112,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201113,0.395,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201201,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201202,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201203,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201204,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201205,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201206,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201207,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201208,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201209,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201210,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201211,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201212,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201213,0.4,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201301,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201302,0.031,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201303,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201304,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201305,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201306,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201307,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201308,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201309,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201310,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201311,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201312,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201313,0.405,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201401,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201402,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201403,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201404,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201405,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201406,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201407,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201408,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201409,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201410,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201411,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201412,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201413,0.418,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201501,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201502,0.032,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201503,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201504,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201505,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201506,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201507,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201508,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201509,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201510,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201511,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201512,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201513,0.418,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201601,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201602,0.033,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201603,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201604,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201605,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201606,0.034,Geothermal Energy Electric Power Sector CO2 Emissions
GEEIEUS,201607,0.035,Geothermal Energy Electric Power Sector CO2 Emissions
NWEIEUS,197301,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197302,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197303,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197304,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197305,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197306,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197307,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197308,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197309,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197310,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197311,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197312,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197313,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197401,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197402,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197403,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197404,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197405,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197406,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197407,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197408,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197409,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197410,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197411,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197412,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197413,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197501,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197502,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197503,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197504,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197505,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197506,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197507,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197508,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197509,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197510,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197511,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197512,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197513,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197601,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197602,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197603,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197604,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197605,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197606,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197607,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197608,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197609,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197610,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197611,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197612,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197613,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197701,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197702,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197703,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197704,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197705,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197706,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197707,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197708,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197709,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197710,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197711,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197712,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197713,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197801,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197802,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197803,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197804,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197805,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197806,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197807,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197808,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197809,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197810,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197811,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197812,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197813,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197901,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197902,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197903,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197904,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197905,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197906,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197907,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197908,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197909,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197910,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197911,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197912,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,197913,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198001,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198002,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198003,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198004,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198005,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198006,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198007,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198008,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198009,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198010,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198011,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198012,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198013,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198101,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198102,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198103,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198104,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198105,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198106,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198107,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198108,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198109,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198110,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198111,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198112,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198113,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198201,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198202,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198203,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198204,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198205,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198206,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198207,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198208,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198209,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198210,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198211,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198212,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198213,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198301,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198302,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198303,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198304,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198305,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198306,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198307,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198308,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198309,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198310,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198311,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198312,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198313,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198401,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198402,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198403,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198404,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198405,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198406,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198407,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198408,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198409,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198410,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198411,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198412,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198413,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198501,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198502,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198503,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198504,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198505,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198506,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198507,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198508,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198509,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198510,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198511,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198512,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198513,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198601,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198602,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198603,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198604,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198605,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198606,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198607,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198608,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198609,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198610,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198611,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198612,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198613,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198701,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198702,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198703,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198704,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198705,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198706,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198707,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198708,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198709,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198710,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198711,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198712,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198713,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198801,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198802,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198803,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198804,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198805,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198806,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198807,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198808,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198809,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198810,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198811,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198812,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198813,Not Available,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198901,0.371,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198902,0.335,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198903,0.371,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198904,0.359,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198905,0.371,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198906,0.359,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198907,0.371,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198908,0.371,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198909,0.359,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198910,0.371,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198911,0.359,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198912,0.371,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,198913,4.366,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,199001,0.492,Non-Biomass Waste Electric Power Sector CO2 Emissions
NWEIEUS,199002,0.445,Non-Biomass Waste Electric Power Sector CO2 Emissions
